drug1,drug2,label
fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate,"aconitum napellus, argentum nitricum, arnica montana, arsenicum album, astragalus membranaceus, baptisia tinctoria, bryonia (alba), calendula officinalis, cortisone aceticum, echinacea (angustifolia), eupatorium perfoliatum, euphorbium officinarum, gelsemium sempervirens, hepar sulphuris calcareum, influenzinum (2023-2024), lachesis mutus, mercurius corrosivus, phosphorus, phytolacca decandra, pulsatilla (pratensis), pyrogenium, rhus tox, sanguinaria canadensis, spleen (suis), sulphur, thuja occidentalis, arnica montana, belladonna, cortisone aceticum, hypericum perforatum, symphytum officinale acetaldehyde, dopamine hydrochloride, dhea (dehydroepiandrosterone), 7-oxo- dehydroepiandrosterone 3-acetate, folliculinum, oophorinum (suis), cholesterinum, progesterone, testosterone, cortisone aceticum, aldosterone, androsterone, follicle stimulating hormone sarcolacticum acidum, viscum album, iodium, fucus vesiculosus, galium aparine, natrum oxalaceticum, thyroidinum (suis), dhea (dehydroepiandrosterone), phenyl isothiocyanate, tyramine, adenosinum triphosphoricum dinatrum, alpha-ketoglutaricum acidum, fumaricum acidum, malicum acid, colchicum autumnale, conium maculatum, funiculus umbilicalis suis, hepar suis, medulla ossis suis, pineal gland (suis), spleen (suis), thymus (suis), calcarea fluorica, pulsatilla (pratensis), spongia tosta, cortisone aceticum, caltha palustris, clematis erecta, galium aparine, hedera helix, juniperus communis, sedum acre, sempervivum tectorum, thuja occidentalis, urtica urens, echinacea (angustifolia), argentum metallicum, calcarea fluorica, nitricum acidum, phosphorus, cortisone aceticum, aurum metallicum, apis mellifica, ononis spinosa, gaertner bacillus (bach)",1
ondansetron hydrochloride ondansetron hydrochloride ondansetron ondansetron hydrochloride ondansetron,cisplatin cisplatin cisplatin cisplatin cisplatin,1
"empagliflozin and metformin hydrochloride empagliflozin empagliflozin empagliflozin empagliflozin, linagliptin, metformin hydrochloride",quetiapine quetiapine fumarate quetiapine quetiapine quetiapine fumarate,0
"sofosbuvir, velpatasvir, and voxilaprevir ledipasvir and sofosbuvir velpatasvir and sofosbuvir sofosbuvir velpatasvir and sofosbuvir","potassium iodide potassium iodide sodium ascorbate, cholecalciferol, di-alpha-tocopheryl acetate, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hcl, folic acid, cyanocobalamin, calcium formate, calcium carbonate, ferrous (ii) bis-glycinate chelate, potassium iodide, zinc oxide, choline bitartrate, with doconexent and icosapent potassium iodide bm potassium iodide (kali iod)",1
insulin glargine insulin glargine-yfgn insulin glargine insulin glargine insulin glargine-yfgn,sucralfate sucralfate sucralfate sucralfate sucralfate oral,1
fluticasone propionate and salmeterol fluticasone propionate and salmeterol fluticasone propionate and salmeterol fluticasone propionate and salmeterol salmeterol xinafoate,cromolyn sodium cromolyn sodium inhalation solution cromolyn sodium cromolyn sodium cromolyn sodium inhalation,1
ceftriaxone sodium ceftriaxone sodium ceftriaxone sodium ceftriaxone sodium ceftriaxone,nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hcl nortriptyline hcl,0
canagliflozin canagliflozin canagliflozin and metformin hydrochloride canagliflozin canagliflozin,"levalbuterol inhalation 1.25mg/3ml, levalbuterol inhalation 0.63mg/3ml, levalbuterol inhalation 0.31mg/3ml levalbuterol levalbuterol hydrochloride levalbuterol levalbuterol hydrochloride",1
azithromycin azithromycin azithromycin azithromycin monohydrate azithromycin dihydrate,apixaban apixaban apixaban apixaban apixaban,0
pioglitazone hydrochloride pioglitazone hydrochloride pioglitazone pioglitazone pioglitazone,"umeclidinium bromide and vilanterol trifenatate fluticasone furoate and vilanterol umeclidinium bromide and vilanterol trifenatate fluticasone furoate and vilanterol trifenatate fluticasone furoate, umeclidinium bromide and vilanterol trifenatate",0
ketoprofen ketoprofen ketoprofen,quetiapine quetiapine fumarate quetiapine quetiapine quetiapine fumarate,0
canagliflozin canagliflozin canagliflozin and metformin hydrochloride canagliflozin canagliflozin,pitavastatin calcium pitavastatin pitavastatin calcium pitavastatin calcium pitavastatin calcium,1
olmesartan medoxomil-hydrochlorothiazide amlodipine and olmesartan medoxomil olmesartan medoxomil and hydrochlorothiazide olmesartan medoxomil and hydrochlorothiazide olmesartan medoxomil,verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride verapamil hydrochloride,1
tapentadol hydrochloride tapentadol hydrochloride tapentadol hydrochloride,mirtazapine mirtazapine mirtazapine mirtazapine mirtazapine,1
fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate fludrocortisone acetate,"clobetasol propionate ointment usp, 0.05% clobetasol propionate clobetasol propionate clobetasol propionate ointment, 0.05% clobetasol propionate ointment usp, 0.05%",0
ramipril ramipril ramipril ramipril ramipril,fluvastatin fluvastatin sodium fluvastatin fluvastatin sodium fluvastatin sodium,1
glyburide glyburide glyburide and metformin hydrochloride glyburide glyburide,dapagliflozin and saxagliptin saxagliptin and metformin hydrochloride saxagliptin saxagliptin saxagliptin and metformin,1
terazosin hydrochloride terazosin hydrochloride terazosin terazosin hydrochloride terazosin,amitriptyline hydrochloride amitriptyline hydrochloride amitriptyline hydrochloride amitriptyline hydrochloride amitriptyline hydrochloride,1
daptomycin daptomycin daptomycin daptomycin daptomycin,spironolactone spironolactone spironolactone spironolactone and hydrochlorothiazide spironolactone,0
alirocumab alirocumab,omeprazole omeprazole omeprazole omeprazole magnesium omeprazole,0
dabigatran etexilate dabigatran etexilate dabigatran etexilate dabigatran etexilate dabigatran etexilate,trazodone hydrochloride trazodone hydrochloride trazodone hydrochloride trazodone hydrochloride trazodone hydrochloride,0
sulindac sulindac sulindac sulindac sulindac,nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hydrochloride nortriptyline hcl nortriptyline hcl,1
buprenorphine buprenorphine buprenorphine and naloxone buprenorphine hydrochloride buprenorphine,edoxaban tosylate,0
doxycycline doxycycline doxycycline hyclate doxycycline monohydrate doxycycline hyclate,propylthiouracil propylthiouracil propylthiouracil propylthiouracil propylthiouracil,0
"sofosbuvir, velpatasvir, and voxilaprevir ledipasvir and sofosbuvir velpatasvir and sofosbuvir sofosbuvir velpatasvir and sofosbuvir",norethindrone acetate and ethinyl estradiol norethindrone acetate/ethinyl estradiol and ferrous fumarate norethindrone acetate and ethinyl estradiol and ferrous fumarate norethindrone acetate and ethinyl estradiol and ferrous fumarate norethindrone acetate/ethinyl estradiol,1
enoxaparin sodium enoxaparin sodium enoxaparin sodium enoxaparin sodium enoxaparin sodium,"desonide desonide desonide desonide desonide ointment, 0.05%",0
insulin glargine insulin glargine-yfgn insulin glargine insulin glargine insulin glargine-yfgn,aspirin low dose chewable orange pain reliever aspirin low dose,1
"clarithromycin clarithromycin clarithromycin vonoprazan fumarate and amoxicillin, vonoprazan fumarate, amoxicillin and clarithromycin clarithromycin",theophylline anhydrous theophylline theophylline theophylline theophylline,1
ampicillin sodium and sulbactam sodium ampicillin sodium ampicillin sodium ampicillin ampicillin,fluocinonide fluocinonide fluocinonide fluocinonide fluocinonide,0
insulin glargine insulin glargine-yfgn insulin glargine insulin glargine insulin glargine-yfgn,dexamethasone dexamethasone sodium phosphate dexamethasone sodium phosphate dexamethasone dexamethasone,0
losartan potassium losartan potassium and hydrochlorothiazide losartan potassium losartan potassium and hydrochlorothiazide losartan potassium,zolpidem tartrate zolpidem tartrate zolpidem tartrate zolpidem tartrate zolpidem tartrate,0
tigecycline tigecycline tigecycline tigecycline tigecycline,carvedilol carvedilol carvedilol carvedilol carvedilol,0
vancomycin hydrochloride vancomycin hydrochloride vancomycin hydrochloride vancomycin hydrochloride vancomycin hydrochloride,quetiapine quetiapine fumarate quetiapine quetiapine quetiapine fumarate,0
linezolid linezolid linezolid linezolid linezolid,prasugrel prasugrel prasugrel prasugrel prasugrel,0
ticagrelor ticagrelor ticagrelor ticagrelor ticagrelor,carbamazepine carbamazepine carbamazepine carbamazepine carbamazepine,1
canagliflozin canagliflozin canagliflozin and metformin hydrochloride canagliflozin canagliflozin,trazodone hydrochloride trazodone hydrochloride trazodone hydrochloride trazodone hydrochloride trazodone hydrochloride,1
irbesartan irbesartan irbesartan irbesartan irbesartan and hydrochlorothiazide,metoprolol tartrate metoprolol succinate er tablets metoprolol succinate metoprolol tartrate metoprolol tartrate,1
felodipine felodipine felodipine felodipine felodipine,prednisone prednisone prednisone prednisone prednisone,0
ezetimibe and simvastatin ezetimibe and simvastatin ezetimibe ezetimibe ezetimibe,carbamazepine carbamazepine carbamazepine carbamazepine carbamazepine,0
loperamide hcl loperamide hydrochloride and simethicone loperamide hydrochloride loperamide hydrochloride loperamide hydrochloride,venlafaxine venlafaxine hydrochloride venlafaxine venlafaxine hydrochloride venlafaxine hydrochloride,1
spironolactone spironolactone spironolactone spironolactone and hydrochlorothiazide spironolactone,insulin lispro insulin lispro insulin lispro insulin lispro insulin lispro-aabc,1
nebivolol nebivolol nebivolol nebivolol nebivolol,canagliflozin canagliflozin canagliflozin and metformin hydrochloride canagliflozin canagliflozin,1
chlorthalidone chlorthalidone chlorthalidone chlorthalidone chlorthalidone,beclomethasone dipropionate hfa beclomethasone dipropionate beclomethasone dipropionate hfa beclomethasone dipropionate hfa beclomethasone dipropionate hfa,0
cefuroxime axetil cefuroxime and dextrose cefuroxime sodium cefuroxime axetil cefuroxime axetil,ambrisentan ambrisentan ambrisentan ambrisentan ambrisentan,0
"umeclidinium bromide and vilanterol trifenatate umeclidinium bromide and vilanterol trifenatate fluticasone furoate, umeclidinium bromide and vilanterol trifenatate umeclidinium","1,4-benzoquinone - arnica montana - oxytocin - barium carbonate - barium oxalosuccinate - corticotropin - lead - levothyroxine - lutrelin - malic acid - melatonin - neurotrophin-3 - neurotrophin-4 - phenylalanine - pork liver - pyruvic acid - rinfabate - sus scrofa adrenal gland - sus scrofa frontal lobe - sus scrofa hypothalamus - thyrotropin alfa - brain-derived neurotrophic factor human - betaine - bufo bufo cutaneous gland - calcium carbonate - chromic sulfate - cicuta virosa root - copper - folic acid - gold - cobalamin - iron - lachesis muta venom - melatonin - molybdenum - neurotrophin-3 - neurotrophin-4 - oxytocin - silicon dioxide - sus scrofa frontal lobe - sus scrofa temporal lobe - thyrotropin alfa - ubidecarenone - vanadium - zinc - brain-derived neurotrophic factor human - thyrotropin alfa",1
fluconazole fluconazole fluconazole fluconazole fluconazole,sirolimus sirolimus sirolimus sirolimus sirolimus,1
tigecycline tigecycline tigecycline tigecycline tigecycline,"diphenhydramine hcl acetaminophen, diphenhydramine hydrochloride, and phenylephrine hydrochloride diphenhydramine hydrochloride diphenhydramine hcl acetaminophen 500mg/ diphenhydramine hcl 25mg",0
vancomycin hydrochloride vancomycin hydrochloride vancomycin hydrochloride vancomycin hydrochloride vancomycin hydrochloride,amlodipine besylate amlodipine besylate amlodipine besylate amlodipine and benazepril hydrochloride amlodipine and olmesartan medoxomil,1
ezetimibe and simvastatin simvastatin simvastatin ezetimibe and simvastatin simvastatin,"potassium iodide potassium iodide sodium ascorbate, cholecalciferol, di-alpha-tocopheryl acetate, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hcl, folic acid, cyanocobalamin, calcium formate, calcium carbonate, ferrous (ii) bis-glycinate chelate, potassium iodide, zinc oxide, choline bitartrate, with doconexent and icosapent potassium iodide bm potassium iodide (kali iod)",1
atorvastatin calcium atorvastatin film coated atorvastatin calcium amlodipine and atorvastatin atorvastatin calcium,anastrozole anastrozole anastrozole anastrozole anastrozole tablets,1
"moxifloxacin hydrochloride moxifloxacin hydrochloride tablets, 400 mg moxifloxacin ophthalmic solution moxifloxacin hydrochloride moxifloxacin",glipizide glipizide glipizide glipizide glipizide and metformin hydrochloride,1
minoxidil minoxidil minoxidil minoxidil minoxidil,"potassium iodide potassium iodide sodium ascorbate, cholecalciferol, di-alpha-tocopheryl acetate, thiamine mononitrate, riboflavin, niacinamide, pyridoxine hcl, folic acid, cyanocobalamin, calcium formate, calcium carbonate, ferrous (ii) bis-glycinate chelate, potassium iodide, zinc oxide, choline bitartrate, with doconexent and icosapent potassium iodide bm potassium iodide (kali iod)",1
methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride methadone hydrochloride,aspirin low dose chewable orange pain reliever aspirin low dose,1
olmesartan medoxomil-hydrochlorothiazide amlodipine and olmesartan medoxomil olmesartan medoxomil and hydrochlorothiazide olmesartan medoxomil and hydrochlorothiazide olmesartan medoxomil,nebivolol nebivolol nebivolol nebivolol nebivolol,1
ticagrelor ticagrelor ticagrelor ticagrelor ticagrelor,fluticasone propionate and salmeterol fluticasone propionate and salmeterol fluticasone propionate and salmeterol fluticasone propionate and salmeterol salmeterol xinafoate,0
amlodipine besylate amlodipine besylate amlodipine besylate amlodipine and benazepril hydrochloride amlodipine and olmesartan medoxomil,dapagliflozin dapagliflozin dapagliflozin dapagliflozin and saxagliptin dapagliflozin,1
ramipril ramipril ramipril ramipril ramipril,ezetimibe and simvastatin ezetimibe and simvastatin ezetimibe ezetimibe ezetimibe,1
sertraline hydrochloride sertraline hydrochloride sertraline hydrochloride sertraline hydrochloride sertraline,abiraterone acetate abiraterone acetate abiraterone acetate abiraterone acetate abiraterone acetate,1
